country_id,country,iso_codes,scenario_presence,2003_vanilla_region_count,2003_vanilla_population,2003_vanilla_gdp_template_usd,2003_vanilla_global_gdp_scaling,2003_vanilla_gdp_effective_usd,2003_vanilla_gdp_per_capita,2003_imf_population,2003_us_gdp_deflator,2003_to_2022_usd_multiplier,2003_nominal_gdp_2022_usd,2003_nominal_gdp_per_capita_2022_usd,2003_ppp_gdp_2022_intl_dollars,2003_ppp_gdp_per_capita_2022_intl_dollars,2003_population_coverage,2003_nominal_coverage,2003_ppp_coverage,2022_vanilla_region_count,2022_vanilla_population,2022_vanilla_gdp_template_usd,2022_vanilla_global_gdp_scaling,2022_vanilla_gdp_effective_usd,2022_vanilla_gdp_per_capita,2022_imf_population,2022_us_gdp_deflator,2022_to_2022_usd_multiplier,2022_nominal_gdp_2022_usd,2022_nominal_gdp_per_capita_2022_usd,2022_ppp_gdp_2022_intl_dollars,2022_ppp_gdp_per_capita_2022_intl_dollars,2022_population_coverage,2022_nominal_coverage,2022_ppp_coverage,2026_vanilla_region_count,2026_vanilla_population,2026_vanilla_gdp_template_usd,2026_vanilla_global_gdp_scaling,2026_vanilla_gdp_effective_usd,2026_vanilla_gdp_per_capita,2026_imf_population,2026_us_gdp_deflator,2026_to_2022_usd_multiplier,2026_nominal_gdp_2022_usd,2026_nominal_gdp_per_capita_2022_usd,2026_ppp_gdp_2022_intl_dollars,2026_ppp_gdp_per_capita_2022_intl_dollars,2026_population_coverage,2026_nominal_coverage,2026_ppp_coverage,quality_flags,imf_source_url
SSD,South Sudan,SSD,2003|2022|2026,1,6903127,5635672515,1.59,8960719299,1298,,77.006115,1.532642193415419,,,,,missing; missing SSD,missing; missing SSD,missing; missing SSD,1,11695668,11909040000,1,11909040000,1018,11021178,118.022821,1,7532540000,683,14725982000,1336,complete,complete,complete,1,12436037,10019680000,0.87,8717121600,701,12436037,132.681448,0.8895201460267452,5398108156,434,17040854107,1370,complete,complete,complete,"2003: pop=missing, nominal=missing, ppp=missing",https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ESP,Spain,ESP,2003|2022|2026,5,42506544,702970175439,1.59,1117722578948,26295,42547454,77.006115,1.532642193415419,1391234290241,32698,1842306652520,43300,complete,complete,complete,5,46710039,1944288720000,1,1944288720000,41625,48085361,118.022821,1,1449990473000,30155,2381957935000,49536,complete,complete,complete,5,47850793,2489088800000,0.87,2165507256000,45255,50314289,132.681448,0.8895201460267452,1860184028542,36971,2648955732510,52648,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
LKA,Sri Lanka,LKA,2003|2022|2026,1,19951521,56567836257,1.59,89942859649,4508,19224036,77.006115,1.532642193415419,34257587654,1782,148254090176,7712,complete,complete,complete,1,21600347,299957680000,1,299957680000,13887,22181000,118.022821,1,74583772000,3363,314779282000,14191,complete,complete,complete,1,23348315,301491520000,0.87,262297622400,11234,,132.681448,0.8895201460267452,,,,,missing; missing LKA,missing; missing LKA,missing; missing LKA,"2026: pop=missing, nominal=missing, ppp=missing",https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
SDN,Sudan,SDN,2003|2022|2026,3,29896036,67181286550,1.59,106818245615,3573,33600000,77.006115,1.532642193415419,32730041496,974,176069988822,5240,complete,complete,complete,3,46333401,182455680000,1,182455680000,3938,46681401,118.022821,1,33461985000,717,178632257000,3827,complete,complete,complete,3,53282718,103640240000,0.87,90167008800,1692,51728909,132.681448,0.8895201460267452,39750928767,768,112783048319,2180,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
SUR,Suriname,SUR,2003|2022|2026,1,506414,3178947368,1.59,5054526315,9981,486988,77.006115,1.532642193415419,2649587377,5441,8331629946,17108,complete,complete,complete,1,598366,9394880000,1,9394880000,15701,627710,118.022821,1,3801965000,6057,12409787000,19770,complete,complete,complete,1,645257,12973840000,0.87,11287240800,17493,667092,132.681448,0.8895201460267452,5255158711,7878,13639139600,20446,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
SCA,Sweden,SWE,2003|2022|2026,1,8958431,173656140351,1.59,276113263158,30822,8975670,77.006115,1.532642193415419,512013258185,57045,455156458304,50710,complete,complete,complete,1,10237037,593351440000,1,593351440000,57961,10521556,118.022821,1,575071238000,54656,706951058000,67191,complete,complete,complete,1,10701047,703718400000,0.87,612235008000,57213,10760151,132.681448,0.8895201460267452,676462941564,62867,737892091838,68576,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
SWI,Switzerland,CHE,2003|2022|2026,1,7367507,194363157895,1.59,309037421053,41946,7314000,77.006115,1.532642193415419,561858439199,76820,518623096433,70908,complete,complete,complete,1,8829838,656103963037,1,656103963037,74305,8739000,118.022821,1,858345102000,98220,814034308000,93150,complete,complete,complete,1,9048166,782893235821,0.87,681117115164,75277,9089712,132.681448,0.8895201460267452,1020200525594,112237,854472196555,94004,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
SYR,Syria,SYR,2003|2022|2026,1,17889296,47493567251,1.59,75514771929,4221,17951881,77.006115,1.532642193415419,33261026917,1853,124471557097,6934,complete,complete,complete,1,19767125,44246400000,1,44246400000,2238,,118.022821,1,,,,,missing; missing SYR,missing; missing SYR,missing; missing SYR,1,26472497,120013520000,0.87,104411762400,3944,,132.681448,0.8895201460267452,,,,,missing; missing SYR,missing; missing SYR,missing; missing SYR,"2022: pop=missing, nominal=missing, ppp=missing | 2026: pop=missing, nominal=missing, ppp=missing",https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TWN,Taiwan,TWN,2003|2022|2026,1,22664125,306516959064,1.59,487361964912,21504,22604550,77.006115,1.532642193415419,486432091327,21519,801942545867,35477,complete,complete,complete,1,23898689,1603723000000,1,1603723000000,67105,23264640,118.022821,1,765623525000,32909,1663472596000,71502,complete,complete,complete,1,23011293,1751435840000,0.87,1523749180800,66217,23198481,132.681448,0.8895201460267452,868810995342,37451,2023325913195,87218,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TJK,Tajikistan,TJK,2003|2022|2026,1,6658575,4730409357,1.59,7521350878,1130,6576877,77.006115,1.532642193415419,2382852461,362,12397870688,1885,complete,complete,complete,1,10022632,40075200000,1,40075200000,3998,9835989,118.022821,1,10716049000,1089,45957011000,4672,complete,complete,complete,1,10978599,55137280000,0.87,47969433600,4369,10530400,132.681448,0.8895201460267452,18161886992,1725,61974097001,5885,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TZA,Tanzania,TZA,2003|2022|2026,3,37089555,25028654971,1.59,39795561404,1073,35550842,77.006115,1.532642193415419,21699920626,610,65596318024,1845,complete,complete,complete,3,63869366,181779840000,1,181779840000,2846,61868515,118.022821,1,74172669000,1199,229472515000,3709,complete,complete,complete,3,72563781,258360960000,0.87,224774035200,3098,69652508,132.681448,0.8895201460267452,84405365804,1212,285428122342,4098,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
THA,Thailand,THA,2003|2022|2026,2,64868166,339446198830,1.59,539719456140,8320,64868166,77.006115,1.532642193415419,233391697321,3598,889626619624,13714,complete,complete,complete,2,70116256,1298577280000,1,1298577280000,18520,71735329,118.022821,1,495691834000,6910,1596526258000,22256,complete,complete,complete,2,71559614,1631318480000,0.87,1419247077600,19833,71559614,132.681448,0.8895201460267452,515917703203,7210,1746710830006,24409,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TLS,Timor-Leste,TLS,2003|2022|2026,1,916878,1101169591,1.59,1750859650,1910,909829,77.006115,1.532642193415419,751667505,826,2852164359,3135,complete,complete,complete,1,1377478,4024240000,1,4024240000,2921,1361744,118.022821,1,3208600000,2356,7844553000,5761,complete,complete,complete,1,1436923,6136240000,0.87,5338528800,3715,1427484,132.681448,0.8895201460267452,1929914473,1352,6691496245,4688,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TGO,Togo,TGO,2003|2022|2026,1,5552167,4335087719,1.59,6892789473,1241,5552167,77.006115,1.532642193415419,4373978436,788,11361982352,2046,complete,complete,complete,1,8744506,19898560000,1,19898560000,2276,9098285,118.022821,1,8665026000,952,26674255000,2932,complete,complete,complete,1,9930919,29081360000,0.87,25300783200,2548,10020018,132.681448,0.8895201460267452,11952526678,1193,33485503777,3342,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TUN,Tunisia,TUN,2003|2022|2026,1,10071632,38339766082,1.59,60960228070,6053,10071632,77.006115,1.532642193415419,44135816033,4382,100481381654,9977,complete,complete,complete,1,12081067,131281920000,1,131281920000,10867,12119334,118.022821,1,44596007000,3680,163981694000,13531,complete,complete,complete,1,12415139,161678000000,0.87,140659860000,11330,12415138,132.681448,0.8895201460267452,54034137883,4352,174847915514,14083,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TUR,Turkey,TUR,2003|2022|2026,3,67831730,466381286550,1.59,741546245615,10932,66795000,77.006115,1.532642193415419,486372226323,7282,1228206568452,18388,complete,complete,complete,3,85703367,2826623360000,1,2826623360000,32981,84980000,118.022821,1,924751714000,10882,3080336218000,36248,complete,complete,complete,3,87926083,3314754080000,0.87,2883836049600,32798,86245016,132.681448,0.8895201460267452,1459011550137,16917,3580539939509,41516,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TKM,Turkmenistan,TKM,2003|2022|2026,1,4863865,16336257310,1.59,25974649123,5340,4836606,77.006115,1.532642193415419,16315451268,3373,24913167823,5151,complete,complete,complete,1,6228007,103551360000,1,103551360000,16627,6430770,118.022821,1,56677429000,8813,127651464000,19850,complete,complete,complete,1,7736632,163773280000,0.87,142482753600,18417,6752978,132.681448,0.8895201460267452,73887788119,10942,146261690338,21659,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
UGA,Uganda,UGA,2003|2022|2026,1,26352124,16984210526,1.59,27004894736,1025,24116424,77.006115,1.532642193415419,13371772843,554,44512030647,1846,complete,complete,complete,1,48839366,113938880000,1,113938880000,2333,43798820,118.022821,1,47272246000,1079,145138723000,3314,complete,complete,complete,1,52761470,164655920000,0.87,143250650400,2715,49706097,132.681448,0.8895201460267452,65264159828,1313,185358667911,3729,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
UKR,Ukraine,UKR,2003|2022|2026,4,48315137,197415204678,1.59,313890175438,6497,47442100,77.006115,1.532642193415419,79713261502,1680,537437116180,11328,complete,complete,complete,4,43108669,517821040000,1,517821040000,12012,34510716,118.022821,1,161989523000,4694,569619771000,16506,complete,complete,complete,4,39535849,607251920000,0.87,528309170400,13363,32282729,132.681448,0.8895201460267452,200442018188,6209,644481624359,19964,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
UAE,United Arab Emirates,ARE,2003|2022|2026,1,4192457,156876608187,1.59,249433807017,59496,3865661,77.006115,1.532642193415419,190578678710,49300,405454125672,104886,complete,complete,complete,1,10109201,685725920000,1,685725920000,67832,10288946,118.022821,1,511403404000,49704,756224741000,73499,complete,complete,complete,1,11574682,796599760000,0.87,693041791200,59876,11464596,132.681448,0.8895201460267452,552877867476,48225,895117500469,78077,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
GBR,United Kingdom,GBR+JEY+IMN,2003|2022|2026,6,59820384,1103967836257,1.59,1755308859649,29343,59637000,77.006115,1.532642193415419,3162001550213,53021,2899935349698,48626,partial; missing JEY+IMN,partial; missing JEY+IMN,partial; missing JEY+IMN,6,68586015,3301623600000,1,3301623600000,48138,67636000,118.022821,1,3192851047000,47206,4056416151000,59974,partial; missing JEY+IMN,partial; missing JEY+IMN,partial; missing JEY+IMN,6,69931528,3920150080000,0.87,3410530569600,48770,69850426,132.681448,0.8895201460267452,3793620556142,54311,4199302386656,60118,partial; missing JEY+IMN,partial; missing JEY+IMN,partial; missing JEY+IMN,"2003: pop=partial, nominal=partial, ppp=partial | 2022: pop=partial, nominal=partial, ppp=partial | 2026: pop=partial, nominal=partial, ppp=partial",https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
USA,United States of America,USA+PRI,2003|2022|2026,17,289908101,6699678362573,1.59,10652488596491,36744,294559428,77.006115,1.532642193415419,17674865044850,60004,17706146131014,60111,complete,complete,complete,17,335386250,22305188400000,1,22305188400000,66506,337451917,118.022821,1,26168443700000,77547,26200537690000,77642,complete,complete,complete,17,349035493,26941853840000,0.87,23439412840800,67155,346115644,132.681448,0.8895201460267452,28920908575458,83559,28956185313070,83660,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
URY,Uruguay,URY,2003|2022|2026,1,3281186,19566081871,1.59,31110070175,9481,3338399,77.006115,1.532642193415419,20167877696,6041,51278400708,15360,complete,complete,complete,1,3499367,83409040000,1,83409040000,23835,3501498,118.022821,1,71246581000,20347,112013875000,31990,complete,complete,complete,1,3382537,114583920000,0.87,99688010400,29471,3480601,132.681448,0.8895201460267452,85476187057,24558,120838856762,34718,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
UZB,Uzbekistan,UZB,2003|2022|2026,2,25711259,41912280702,1.59,66640526316,2592,25427900,77.006115,1.532642193415419,21610917029,850,105137022941,4135,complete,complete,complete,2,34521553,286893200000,1,286893200000,8311,36024900,118.022821,1,94316528000,2618,377659642000,10483,complete,complete,complete,2,37724223,413462720000,0.87,359712566400,9535,38943010,132.681448,0.8895201460267452,161449285260,4146,491159701432,12612,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
VEN,Venezuela,VEN,2003|2022|2026,1,25892703,152851461988,1.59,243033824561,9386,25622082,77.006115,1.532642193415419,128257857677,5006,400596016221,15635,complete,complete,complete,1,29470896,140916160000,1,140916160000,4782,26917330,118.022821,1,89013259000,3307,195590431000,7266,complete,complete,complete,1,28633711,197105920000,0.87,171482150400,5989,26887102,132.681448,0.8895201460267452,99006565919,3682,226268895831,8416,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
VNM,Vietnam,VNM,2003|2022|2026,2,79563777,162138011696,1.59,257799438597,3240,82301650,77.006115,1.532642193415419,76989860544,935,424933715216,5163,complete,complete,complete,2,99194779,1124693680000,1,1124693680000,11338,99461700,118.022821,1,411030676000,4133,1385854012000,13934,complete,complete,complete,2,102177431,1590204000000,0.87,1383477480000,13540,103077480,132.681448,0.8895201460267452,469013427768,4550,1801572435110,17478,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
YEM,Yemen,YEM,2003|2022|2026,2,21456379,35686549708,1.59,56741614036,2645,,77.006115,1.532642193415419,,,,,missing; missing YEM,missing; missing YEM,missing; missing YEM,2,31363725,46856068793,1,46856068793,1494,17200294,118.022821,1,11123707000,647,30788393000,1790,complete,complete,complete,2,42961653,61564800000,0.87,53561376000,1247,19374606,132.681448,0.8895201460267452,6613576949,341,27509628269,1420,complete,complete,complete,"2003: pop=missing, nominal=missing, ppp=missing",https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ZMB,Zambia,ZMB,2003|2022|2026,1,10983595,11070175439,1.59,17601578948,1603,10983595,77.006115,1.532642193415419,7512812789,684,29013126693,2641,complete,complete,complete,1,19643680,66607200000,1,66607200000,3391,20152938,118.022821,1,29163782000,1447,77389552000,3840,complete,complete,complete,1,22521916,86376400000,0.87,75147468000,3337,22521915,132.681448,0.8895201460267452,36686337949,1629,91605567946,4067,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ZWE,Zimbabwe,ZWE,2003|2022|2026,1,12232323,15481286550,1.59,24615245615,2012,11640000,77.006115,1.532642193415419,21679479777,1862,57101685451,4906,complete,complete,complete,1,15405796,35117280000,1,35117280000,2279,16228748,118.022821,1,48570383000,2993,110052394000,6781,complete,complete,complete,1,17273580,82606480000,0.87,71867637600,4161,17728284,132.681448,0.8895201460267452,50447071395,2846,133145770935,7510,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
